515.873015873016, 430.84527321252995
505.6012080348364, 448.5356089338391
484.4869363674674, 470.79119258322805
486.7695603315073, 513.019735917966
509.5957999719063, 531.8513836212952
509.5957999719063, 531.8513836212952
529.5687596572553, 527.2861356932154
549.5417193426044, 526.7154797022055
563.2374631268437, 538.6992555134149
571.2266470009833, 559.242871189774
575.7918949290631, 577.5038629020931
570.6559910099734, 590.0582947043125
571.2266470009833, 602.6127265065319
580.927798848153, 616.3084702907713
581.498454839163, 630.5748700660206
590.0582947043125, 641.9879898862201
594.0528866413823, 652.8304537154096
622.585686191881, 643.1293018682401
633.9988060120804, 628.8629020929907
639.1347099311703, 607.1779744346117
656.2543896614694, 593.4822306503723
659.1076696165193, 581.498454839163
653.4011097064196, 567.8027110549235
666.5261974996489, 543.8351594325046
679.6512852928784, 528.4274476752354
689.3524371400479, 509.5957999719063
668.8088214636888, 511.3077679449362
652.8304537154096, 496.4707121786769
644.84126984127, 471.361848574238
630.0042140750106, 446.8236409608092
614.5965023177414, 443.9703610057593
598.0474785784521, 441.6877370417194
594.0528866413823, 449.67692091585906
578.0745188931031, 443.3997050147493
565.5200870908836, 441.6877370417194
567.8027110549235, 427.99199325748003
